-0.268937,-0.524628,2.35531,-1.36246,-2.66906,-1.92121,0.446225
-0.107384,-0.0704836,-1.52034,1.32585,1.16651,-1.52856,0.81929
-1.01792,-0.474565,-2.26086,-1.36916,2.28398,-1.71584,-0.606486
-0.558755,0.652896,-3.02813,1.42685,2.62795,-0.558588,0.40883
-0.489509,-0.674609,2.89956,-1.43031,-0.00587931,2.01986,-3.08583
-0.592499,0.673205,-3.11211,1.44221,-0.408035,0.529736,-2.81945
-0.739799,-0.666777,0.268648,1.44319,2.7394,1.96159,2.84406
-1.06018,0.362634,-1.06476,-1.39011,1.18423,-0.819704,-0.800625
-0.976471,-0.485551,-2.32399,-1.41988,2.31489,-1.75257,-0.633689
-0.951908,-0.506583,0.764249,1.43298,-0.788576,-1.78095,-0.617555
-0.674536,0.715442,-0.181658,-1.48082,3.01904,0.475594,-3.07166
-1.0689,-0.273327,1.15371,1.4153,2.0314,1.53621,2.32678
-0.0224344,0.0791368,-1.6128,1.40688,-1.88674,1.47019,-2.2954
-0.277987,0.665109,-2.57824,1.48138,2.07103,-0.742421,0.757582
-0.825049,-0.580304,-2.61743,-1.4917,-0.623377,1.89491,2.60592
-0.225454,-0.53115,2.49228,-1.48807,0.323995,2.02419,-2.85091
-0.22046,-0.528575,-0.645186,1.49512,0.318837,-2.02848,0.282692
-0.600307,-0.648626,0.112299,1.53338,2.81634,2.02627,2.84539
-0.367965,0.776774,0.314881,-1.53228,2.28293,0.59941,-2.52838
-0.852027,-0.520843,-2.50966,-1.5151,2.42114,-1.84781,-0.648684
-0.140073,0.654788,0.768337,-1.50824,-1.2618,-0.856437,0.833438
-0.842529,-0.512336,-2.51062,-1.52677,-0.725333,1.84733,2.47427
-1.07609,0.245352,1.71277,1.46946,-1.62746,-1.01425,-1.02988
-0.7557,-0.560215,0.469771,1.55102,-0.610059,-1.92,-0.587801
-0.321205,-0.590443,2.80663,-1.56519,-3.11961,-2.08565,-0.0100071
-0.559297,-0.617461,-3.02563,-1.5789,2.79193,-2.03526,-0.364717
-0.841799,0.747695,-0.678693,-1.54798,-2.53233,0.468506,2.5133
-0.591396,-0.601605,0.194268,1.58632,-0.413783,-2.01573,-0.436541
0.0940265,0.309597,1.41287,-1.49764,1.36402,1.35187,-2.28614
0.0743316,-0.0937051,1.90176,-1.51038,-2.22941,-1.76184,0.664845
-0.297722,0.882374,0.312773,-1.59415,2.21996,0.569889,-2.52317
0.084867,-0.0934257,-1.22363,1.51919,-2.2445,1.77202,-2.49078
-0.736731,0.852574,-0.516727,-1.58795,-2.84991,0.389985,2.72852
-0.282264,0.906519,-2.83199,1.60611,2.20724,-0.560932,0.617494
-0.470768,0.938696,3.10024,1.61833,2.59071,-0.421178,0.304237
-0.478229,0.945499,-0.0640057,-1.6216,2.61446,0.411712,-2.86238
-0.83684,0.794986,-0.765212,-1.57874,0.71317,-0.448045,-0.778512
0.137442,0.488858,1.2808,-1.53547,1.47075,1.20896,-2.28221
-0.966028,-0.112486,1.14383,1.54819,1.99045,1.45355,2.06806
0.0595282,-0.24317,-0.958735,1.56806,-2.51308,1.93247,-2.69645
-0.599593,0.954675,2.81402,1.62795,-0.12968,0.345402,3.0475
0.0947397,0.69872,1.02305,-1.56712,1.65798,0.98092,-2.28736
-0.556301,-0.526647,0.266182,1.63669,2.65337,1.9794,2.54768
-0.669442,0.942188,-0.483895,-1.62497,-2.97947,0.334027,2.7744
-0.363847,-0.541118,3.08463,-1.64801,2.90421,-2.06162,-0.35608
0.0409859,0.83579,-2.32051,1.59722,-1.35515,0.820279,-2.32081
-0.276413,1.01167,-2.94861,1.64947,-0.902235,0.473693,-2.59348
-0.566722,1.0005,2.81435,1.64523,-0.183161,0.317855,3.05967
-0.00454687,-0.35988,-0.683688,1.6177,0.342398,-2.03107,0.180156
0.213888,0.06798,1.8629,-1.5632,-2.18741,-1.68976,0.641423
-0.979662,0.426071,1.66971,1.55639,-1.59018,-0.894588,-1.27929
-0.83085,0.839095,2.24594,1.60092,0.911744,0.433579,2.11667
-0.641204,0.992927,-0.505481,-1.64173,-2.97653,0.294888,2.72408
-0.11778,1.02001,-2.72883,1.65069,-1.11848,0.555389,-2.45347
0.148283,0.828769,0.953351,-1.59983,-1.46561,-0.880608,0.834522
-0.230721,1.06617,-2.9518,1.6668,2.17916,-0.443849,0.565843
-0.472804,-0.470555,-2.90302,-1.66658,2.67573,-1.95287,-0.651952
-0.322903,-0.48594,3.13118,-1.67365,-0.273626,2.01932,2.6822
-0.708978,-0.302581,-2.44478,-1.63348,-0.797903,1.71812,2.15804
-0.657042,1.01131,-0.603236,-1.64429,0.374004,-0.269219,-0.644509
-0.645788,1.02118,-0.591127,-1.64676,0.345839,-0.260586,-0.62571
0.320367,0.52414,1.44997,-1.57216,1.30557,1.2613,-2.35029
0.146089,-0.209949,2.32143,-1.62512,-2.66316,-1.93184,0.25331
0.105389,0.995957,-2.42168,1.63699,1.77116,-0.684017,0.804497
-0.803844,0.884305,2.16557,1.6101,1.09472,0.406652,1.88869
-0.359553,1.12868,3.01449,1.68198,2.42077,-0.280617,0.321237
0.241781,-0.0701691,-0.989478,1.61024,0.647683,-1.8226,0.387403
-0.453687,1.1211,2.83565,1.67624,2.72761,-0.221411,0.0336109
-0.432088,-0.40913,-2.86441,-1.67858,2.66658,-1.88397,-0.737762
0.187333,0.989959,0.816713,-1.63105,-1.46252,-0.717687,0.83342
-0.479781,1.12415,2.76466,1.67376,2.87378,-0.191311,-0.113465
-0.092114,1.14398,0.272178,-1.68074,1.95108,0.41505,-2.4386
0.369747,0.715065,1.29934,-1.58601,-1.76543,-1.06735,0.820363
0.38579,0.285989,1.7861,-1.58309,0.985895,1.50382,-2.50875
-0.272074,-0.413691,0.0562199,1.68912,-0.301214,-1.91897,-0.580282
0.403545,0.335025,-1.39695,1.58161,1.01594,-1.45537,0.653959
-0.497631,1.13398,2.68438,1.67033,3.09073,-0.145035,-0.339088
-0.365683,-0.383381,0.236956,1.68499,-0.424056,-1.84759,-0.735534
0.119608,-0.270034,-0.582966,1.65946,-2.911,1.91445,3.12592
-0.748844,-0.00526018,0.99658,1.6145,2.1945,1.39039,1.85586
-0.321149,1.1874,-0.186241,-1.68789,2.22406,0.183433,-2.67849
-0.680624,-0.100638,0.856512,1.63037,2.30597,1.48891,1.93522
-0.562924,-0.233396,-2.51402,-1.65572,-0.671883,1.63377,2.09243
-0.102304,1.20093,-2.99138,1.68965,1.81119,-0.310148,0.814445
-0.354557,-0.351388,0.276848,1.68445,2.71382,1.78206,2.35556
-0.41658,-0.318554,0.390853,1.67725,-0.499216,-1.72973,-0.878592
0.347948,0.994818,0.962555,-1.6186,1.45353,0.73717,-2.2248
-0.755123,0.126769,-2.02668,-1.60257,-0.976096,1.24067,1.73296
-0.423769,-0.297758,-2.71392,-1.67451,-0.509462,1.68979,2.22702
-0.0349476,-0.349297,-0.211217,1.68779,3.06211,1.84135,2.75688
-0.447851,1.17582,-0.485556,-1.66962,0.375816,-0.025946,-0.807414
-0.0767545,1.22505,0.126372,-1.6906,1.57531,0.273624,-2.11603
-0.449199,1.17675,-0.503308,-1.66792,-1.80792,0.0196783,1.37584
-0.673953,0.017587,0.962248,1.61803,-0.825844,-1.33141,-1.33631
0.272065,1.1235,0.710418,-1.64661,1.41383,0.554206,-2.10445
-0.379228,1.2026,-0.4034,-1.67601,0.843429,0.0381919,-1.3051
-0.586561,1.09694,2.34615,1.63673,-1.31059,-0.181798,-2.17618
0.514724,0.343535,1.82325,-1.58463,0.813124,1.37384,-2.54107
-0.319758,1.22011,2.81529,1.68104,-2.35828,0.0876385,-1.26767
-0.417064,-0.246077,0.501035,1.66734,-0.493263,-1.55713,-0.994068
0.553507,0.6347,-1.62132,1.57626,0.998636,-1.10667,0.814302
0.301894,-0.144189,-0.702165,1.64651,-2.87255,1.66613,-3.09237
-0.418285,1.18904,-0.525794,-1.66459,2.85982,-0.115933,2.98041
0.0406041,-0.320316,2.91245,-1.68562,-0.0640336,1.68353,2.75489
0.572451,0.587969,1.57772,-1.57515,-2.23096,-1.13387,0.798983
-0.0542149,-0.337911,3.08088,-1.69022,2.98204,-1.6409,-0.533166
-0.446709,1.1719,2.53614,1.65604,2.74501,0.178229,-0.0241115
-0.100196,-0.337946,-3.11429,-1.69014,-0.202298,1.59876,2.53323
-0.719087,0.824707,-1.30029,-1.58362,-0.97318,0.535862,0.957621
-0.141671,-0.333134,0.108097,1.68859,-0.236501,-1.55283,-0.676645
0.572146,0.809929,-1.82218,1.58196,-2.20076,0.920078,-2.12163
0.224542,-0.243606,2.65553,-1.66643,-3.07509,-1.56682,-0.159458
-0.369899,1.19464,-0.51031,-1.66397,-0.085672,0.257062,-0.363086
-0.0375545,-0.338134,3.1042,-1.6886,-0.163182,1.51368,2.58802
0.198819,-0.267968,-0.423906,1.67083,-3.12504,1.52271,2.92611
-0.46009,1.1411,-0.695964,-1.64407,-0.301973,0.324867,-0.075047
0.308052,-0.194278,-0.605594,1.65336,-3.0422,1.47828,3.0964
-0.596385,0.071798,-2.13256,-1.60774,2.58488,-1.09697,-1.49787
-0.149781,-0.332146,-2.96811,-1.68371,-0.23445,1.38555,2.41155
0.621692,0.521201,-1.50357,1.57192,0.608375,-1.11988,0.860152
-0.340693,1.18259,-0.507502,-1.66099,-0.0197851,0.39957,-0.417198
-0.311922,1.18923,-0.462617,-1.66426,-3.11442,-0.420744,2.66453
-0.179553,-0.328673,-2.89906,-1.67827,-0.239775,1.28948,2.35428
0.0649832,-0.344619,2.98578,-1.68085,-0.133577,1.33008,2.70087
-0.675741,0.712433,-1.40215,-1.572,2.65843,-0.664196,-2.45226
-0.626146,0.196305,-1.96154,-1.58584,-0.436747,0.925372,1.38674
-0.243647,1.18788,-0.368432,-1.66672,0.111665,0.534262,-0.579671
0.328952,-0.224647,-0.59978,1.64534,-0.034771,-1.27251,-0.0203966
0.191502,-0.321248,-0.352994,1.66482,3.02269,1.23189,2.89363
-0.0814834,-0.36864,-3.03574,-1.67412,-0.197271,1.14301,2.48547
-0.042224,-0.376236,0.0432268,1.67297,2.94925,1.12397,2.54515
-0.312203,1.13275,-0.508533,-1.64655,0.0718173,0.653445,-0.460858
0.398105,-0.178442,-0.729682,1.62186,-0.0902194,-1.17154,0.144665
0.62864,0.457691,1.62597,-1.55475,0.216669,1.1175,-2.11941
0.428763,1.01806,0.796944,-1.60841,-2.7603,-0.917099,1.7867
-0.580637,0.834984,2.01156,1.57014,-0.0219075,-0.7502,-3.03285
-0.597604,0.145086,1.20086,1.56015,3.08143,0.791695,1.18137
0.420044,0.991918,0.788924,-1.59703,0.307707,0.992205,-1.31448
0.43764,0.961317,0.833901,-1.58678,-2.86362,-1.02876,1.805
0.131672,-0.39793,-0.249906,1.631,2.84098,0.877221,2.90393
-0.499449,-0.102638,-2.21076,-1.56415,-3.07164,-0.706594,-1.67122
0.600061,0.408109,-1.55452,1.51676,-0.0843622,-1.15737,1.16416
